Lupe_Ontiveros;Yeardley_Smith;Shirley_Knight
James_Mason;Shelley_Winters;Lois_Maxwell
Henry_Cavill;David_Kelly;Nathaniel_Parker
Catherine_Dyer;Quinton_Aaron;Kim_Dickens
Matt_Damon;Jeff_Bridges;Bruce_Green
Henry_Cavill;James_Frain;Michael_Wincott
Denzel_Washington;Delroy_Lindo;Al_Freeman_Jr.
Bokeem_Woodbine;Curtis_Armstrong;Harry_Lennix
Andrew_Garfield;Dustin_Fitzsimons;Marcella_Lentz-Pope
Rumi_Hiiragi;Yûki_Amami;Yuria_Nara
Stephen_Graham;Joseph_Gilgun;Jack_O'Connell
Steve_Carell;Miranda_Cosgrove;Jack_McBrayer
Clea_DuVall;Scoot_McNairy;Tate_Donovan
Colin_Firth;Liam_Neeson;Kris_Marshall
Bill_Maher;Tal_Bachman;Steve_Burg
Denzel_Washington;Snoop_Dogg;Tom_Berenger
Kurt_Fuller;Audrey_Fleurot;Nina_Arianda
Sylvester_Stallone;Brian_Dennehy;Chris_Mulkey
Adriana_Caselotti;Billy_Gilbert;Lucille_La_Verne
Michael_Emerson;Monica_Potter;Shawnee_Smith
Sylvester_Stallone;Phylicia_Rashad;Graham_McTavish
Toby_Jones;Clint_Howard;Oliver_Platt
Paddy_Considine;Gary_Stretch;George_Newton
Viggo_Mortensen;Naomi_Watts;Raza_Jaffrey
Keanu_Reeves;Peter_Capaldi;Swoosie_Kurtz
Leonard_Nimoy;Kirstie_Alley;Nichelle_Nichols
Emma_Stone;Bill_Murray;Derek_Graf
David_Oyelowo;Simon_McBurney;Abby_Mukiibi_Nkaaga
Naomi_Watts;Eddie_Marsan;Danny_Huston
Florian_Lukas;Chulpan_Khamatova;Burghart_Klaußner
Nicolas_Cage;Meryl_Streep;Roger_Willie
Johnny_Depp;Michael_Jeter;Ellen_Barkin
Sam_Riley;Samantha_Morton;Alexandra_Maria_Lara
Milla_Jovovich;Adam_Goldberg;Cole_Hauser
Melinda_Clarke;Xander_Berkeley;Aaron_Stanford
Tom_Hanks;Paul_Sanchez;Nick_Searcy
Alan_Rickman;Kate_Winslet;Tom_Wilkinson
Joseph_Gordon-Levitt;Chloë_Grace_Moretz;Zooey_Deschanel
Denzel_Washington;Tom_Hanks;Jason_Robards
Joseph_Gordon-Levitt;Anna_Kendrick;Bryce_Dallas_Howard
Jake_Gyllenhaal;Anna_Kendrick;America_Ferrera
Eddie_Redmayne;Emily_Watson;Simon_McBurney
Scarlett_Johansson;Mark_Gatiss;Penelope_Wilton
Bill_Murray;Connie_Nielsen;Olivia_Williams
Sylvester_Stallone;Brian_Dennehy;Chris_Mulkey
Milla_Jovovich;Bruce_Willis;Gary_Oldman
Ioan_Gruffudd;Sam_Shepard;Ewen_Bremner
Madeline_Carroll;Rebecca_De_Mornay;Aidan_Quinn
Jake_Gyllenhaal;Heath_Ledger;Anne_Hathaway
Tom_Cruise;Frank_Grillo;Jessica_Capshaw
Logan_Lerman;Eric_Stoltz;Cameron_Bright
Elina_Alminas;Sonoya_Mizuno;Corey_Johnson
Toni_Servillo;Sabrina_Ferilli;Serena_Grandi
Robert_Downey_Jr.;Jake_Gyllenhaal;Anthony_Edwards
Gerard_Butler;Michael_Fassbender;Vincent_Regan
Noah_Taylor;Armin_Mueller-Stahl;Nicholas_Bell
Tom_Hanks;Jennifer_Jason_Leigh;Liam_Aiken
Julie_Walters;Gary_Lewis;Jamie_Draven
Bob_Balaban;Teri_Garr;Melinda_Dillon
Tom_Hanks;Mark_Rylance;Amy_Ryan
Noah_Huntley;Megan_Burns;David_Schneider
Angelina_Jolie_Pitt;Wayne_Knight;Dan_Fogler
Clint_Eastwood;Patrick_McGoohan;Fred_Ward
Bruce_Willis;Aldis_Hodge;Kevin_Chamberlin
Nicolas_Cage;Jeremy_Crutchley;Jared_Burke
Robert_Downey_Jr.;Eddie_Marsan;Robert_Maillet
Jerry_Ferrara;Scott_Elrod;Dan_Bilzerian
Natalie_Portman;Christopher_Lee;Hayden_Christensen
Christian_Bale;Justin_Theroux;Samantha_Mathis
J.K._Simmons;Cameron_Bright;Todd_Louiso
Max_Riemelt;Elyas_M'Barek;Jennifer_Ulrich
Lee_Remick;Patrick_Troughton;Billie_Whitelaw
LeVar_Burton;Alfre_Woodard;Jonathan_Frakes
